rank	word	freq	n_utts	n_speakers	len_chars	cleaned_form	has_non_devanagari	non_devanagari_chars
26816	पङ्खामा	2	2	2	7	पङ्खामा	no	
26817	पचहत्तर	2	2	2	7	पचहत्तर	no	
26818	पचाउन	2	2	2	5	पचाउन	no	
26819	पच्चीस	2	2	2	6	पच्चीस	no	
26820	पच्छ	2	2	2	4	पच्छ	no	
26821	पछाउनी	2	2	2	6	पछाउनी	no	
26822	पछाडी	2	2	2	5	पछाडी	no	
26823	पछारे	2	2	2	5	पछारे	no	
26824	पछ्याउँदै	2	2	2	9	पछ्याउँदै	no	
26825	पञ्चकोसी	2	2	2	8	पञ्चकोसी	no	
26826	पञ्चतन्त्र	2	2	2	10	पञ्चतन्त्र	no	
26827	पञ्चतन्त्रको	2	2	2	12	पञ्चतन्त्रको	no	
26828	पञ्चध्वनी	2	2	2	9	पञ्चध्वनी	no	
26829	पञ्चबलिसमेत	2	2	2	11	पञ्चबलिसमेत	no	
26830	पञ्चम	2	2	2	5	पञ्चम	no	
26831	पञ्चमुल	2	2	2	7	पञ्चमुल	no	
26832	पञ्चशील	2	2	2	7	पञ्चशील	no	
26833	पञ्चाङ्ग	2	2	2	8	पञ्चाङ्ग	no	
26834	पञ्चायतद्वारा	2	2	2	13	पञ्चायतद्वारा	no	
26835	पञ्चेबाजामा	2	2	2	11	पञ्चेबाजामा	no	
26836	पटकथाको	2	2	2	7	पटकथाको	no	
26837	पटकथालाई	2	2	1	8	पटकथालाई	no	
26838	पटकपटकको	2	2	2	8	पटकपटकको	no	
26839	पटखौली	2	2	2	6	पटखौली	no	
26840	पटासी	2	2	2	5	पटासी	no	
26841	पटिगनमा	2	2	2	7	पटिगनमा	no	
26842	पटियालालाई	2	2	2	10	पटियालालाई	no	
26843	पटी	2	2	2	3	पटी	no	
26844	पटुकालाई	2	2	2	8	पटुकालाई	no	
26845	पटौटी	2	2	2	5	पटौटी	no	
26846	पट्टा	2	2	2	5	पट्टा	no	
26847	पट्टेक	2	2	2	6	पट्टेक	no	
26848	पठाइदिइन्	2	2	2	9	पठाइदिइन्	no	
26849	पठाइदिन	2	2	2	7	पठाइदिन	no	
26850	पठाइन्थ्यो	2	2	2	10	पठाइन्थ्यो	no	
26851	पठाउँदै	2	2	2	7	पठाउँदै	no	
26852	पठानझैँ	2	2	2	7	पठानझैँ	no	
26853	पठायो	2	2	2	5	पठायो	no	
26854	पठार	2	2	2	4	पठार	no	
26855	पठारी	2	2	2	5	पठारी	no	
26856	पड्काएर	2	2	2	7	पड्काएर	no	
26857	पड्तालका	2	2	2	8	पड्तालका	no	
26858	पढाइहरू	2	2	2	7	पढाइहरू	no	
26859	पढाई	2	2	2	4	पढाई	no	
26860	पढेनन्	2	2	2	6	पढेनन्	no	
26861	पढ्छ	2	2	2	4	पढ्छ	no	
26862	पढ्छन्	2	2	2	6	पढ्छन्	no	
26863	पढ्थेँ	2	2	2	6	पढ्थेँ	no	
26864	पढ्नलाई	2	2	2	7	पढ्नलाई	no	
26865	पढ्नुभएका	2	2	2	9	पढ्नुभएका	no	
26866	पढ्नुभन्दा	2	2	2	10	पढ्नुभन्दा	no	
26867	पढ्नुहोला	2	2	2	9	पढ्नुहोला	no	
26868	पढ्यो	2	2	2	5	पढ्यो	no	
26869	पणेनामा	2	2	2	7	पणेनामा	no	
26870	पण्डा	2	2	2	5	पण्डा	no	
26871	पण्डितजस्ता	2	2	2	11	पण्डितजस्ता	no	
26872	पण्डितले	2	2	2	8	पण्डितले	no	
26873	पतनको	2	2	2	5	पतनको	no	
26874	पतनुका	2	2	2	6	पतनुका	no	
26875	पता	2	2	2	3	पता	no	
26876	पताका	2	2	2	5	पताका	no	
26877	पतिगृहका	2	2	2	8	पतिगृहका	no	
26878	पतिले	2	2	2	5	पतिले	no	
26879	पत्तनबाट	2	2	2	8	पत्तनबाट	no	
26880	पत्तो	2	2	2	5	पत्तो	no	
26881	पत्तोंको	2	2	2	8	पत्तोंको	no	
26882	पत्थरका	2	2	2	7	पत्थरका	no	
26883	पत्थरदेखि	2	2	2	9	पत्थरदेखि	no	
26884	पत्थरिलो	2	2	2	8	पत्थरिलो	no	
26885	पत्नीहरूमध्ये	2	2	2	13	पत्नीहरूमध्ये	no	
26886	पत्रअनुसार	2	2	2	10	पत्रअनुसार	no	
26887	पत्रकका	2	2	2	7	पत्रकका	no	
26888	पत्रकारमध्येका	2	2	2	14	पत्रकारमध्येका	no	
26889	पत्रकारमाझ	2	2	2	10	पत्रकारमाझ	no	
26890	पत्रकारलाई	2	2	2	10	पत्रकारलाई	no	
26891	पत्रकारहरूमध्ये	2	2	2	15	पत्रकारहरूमध्ये	no	
26892	पत्रकारिताको	2	2	1	12	पत्रकारिताको	no	
26893	पत्रपत्रिकाको	2	2	2	13	पत्रपत्रिकाको	no	
26894	पत्रपत्रिकाहरू	2	2	2	14	पत्रपत्रिकाहरू	no	
26895	पत्रसञ्चयन	2	2	2	10	पत्रसञ्चयन	no	
26896	पत्रसहितको	2	2	2	10	पत्रसहितको	no	
26897	पत्रिकाबाहेक	2	2	2	12	पत्रिकाबाहेक	no	
26898	पत्रिकासँग	2	2	2	10	पत्रिकासँग	no	
26899	पत्रिकाहरूमा	2	2	2	12	पत्रिकाहरूमा	no	
26900	पथको	2	2	2	4	पथको	no	
26901	पथमा	2	2	2	4	पथमा	no	
26902	पथरिया	2	2	2	6	पथरिया	no	
26903	पथलैया	2	2	2	6	पथलैया	no	
26904	पथेरा	2	2	2	5	पथेरा	no	
26905	पदकका	2	2	2	5	पदकका	no	
26906	पदच्युत	2	2	2	7	पदच्युत	no	
26907	पदनाहा	2	2	2	6	पदनाहा	no	
26908	पदमपुर	2	2	2	6	पदमपुर	no	
26909	पदमार्ग	2	2	2	7	पदमार्ग	no	
26910	पदहरू	2	2	2	5	पदहरू	no	
26911	पदाधिकारीहरु	2	2	2	12	पदाधिकारीहरु	no	
26912	पदाधिकारीहरूको	2	2	2	14	पदाधिकारीहरूको	no	
26913	पदार्थका	2	2	2	8	पदार्थका	no	
26914	पदार्थले	2	2	2	8	पदार्थले	no	
26915	पदार्थहरूमा	2	2	2	11	पदार्थहरूमा	no	
26916	पदुमदेखि	2	2	2	8	पदुमदेखि	no	
26917	पद्दति	2	2	2	6	पद्दति	no	
26918	पद्धतिका	2	2	2	8	पद्धतिका	no	
26919	पद्धतिहरूका	2	2	2	11	पद्धतिहरूका	no	
26920	पद्मरत्न	2	2	2	8	पद्मरत्न	no	
26921	पद्मश्री	2	2	2	8	पद्मश्री	no	
26922	पद्मावती	2	2	2	8	पद्मावती	no	
26923	पन्चकोशी	2	2	2	8	पन्चकोशी	no	
26924	पन्जाबीको	2	2	2	9	पन्जाबीको	no	
26925	पन्टा	2	2	2	5	पन्टा	no	
26926	पन्तद्वारा	2	2	2	10	पन्तद्वारा	no	
26927	पन्तलाई	2	2	2	7	पन्तलाई	no	
26928	पन्ना	2	2	2	5	पन्ना	no	
26929	पपिहा	2	2	2	5	पपिहा	no	
26930	पपुमपारे	2	2	2	8	पपुमपारे	no	
26931	पफर	2	2	2	3	पफर	no	
26932	पब	2	2	2	2	पब	no	
26933	पब्लिकेसनले	2	2	2	11	पब्लिकेसनले	no	
26934	पब्लिकेसन्स	2	2	2	11	पब्लिकेसन्स	no	
26935	पमिता	2	2	2	5	पमिता	no	
26936	पम्पकिन	2	2	2	7	पम्पकिन	no	
26937	पयर्टकहरूको	2	2	2	11	पयर्टकहरूको	no	
26938	परकोटे	2	2	2	6	परकोटे	no	
26939	परगना	2	2	2	5	परगना	no	
26940	परजीवविज्ञान	2	2	2	12	परजीवविज्ञान	no	
26941	परजीवि	2	2	2	6	परजीवि	no	
26942	परदेश	2	2	2	5	परदेश	no	
26943	परदेशमा	2	2	2	7	परदेशमा	no	
26944	परब्रम्हाले	2	2	2	11	परब्रम्हाले	no	
26945	परमपिता	2	2	2	7	परमपिता	no	
26946	परमपिताको	2	2	2	9	परमपिताको	no	
26947	परमहंस	2	2	2	6	परमहंस	no	
26948	परमाणुलाई	2	2	2	9	परमाणुलाई	no	
26949	परमात्मालाई	2	2	2	11	परमात्मालाई	no	
26950	परमावश्यक	2	2	2	9	परमावश्यक	no	
26951	परराष्ट्रमन्त्री	2	2	2	16	परराष्ट्रमन्त्री	no	
26952	परलोकका	2	2	2	7	परलोकका	no	
26953	परलौकिक	2	2	2	7	परलौकिक	no	
26954	परवानामा	2	2	2	8	परवानामा	no	
26955	परशरीरमा	2	2	2	8	परशरीरमा	no	
26956	परस्पुर	2	2	2	7	परस्पुर	no	
26957	पराउन	2	2	2	5	पराउन	no	
26958	पराक्रमी	2	2	2	8	पराक्रमी	no	
26959	पराजयका	2	2	2	7	पराजयका	no	
26960	पराजयपछि	2	2	2	8	पराजयपछि	no	
26961	परान्नमा	2	2	2	8	परान्नमा	no	
26962	परायण	2	2	2	5	परायण	no	
26963	परावर्तन	2	2	2	8	परावर्तन	no	
26964	परावैजनी	2	2	2	8	परावैजनी	no	
26965	परासी	2	2	2	5	परासी	no	
26966	परास्नातकको	2	2	2	11	परास्नातकको	no	
26967	परिएका	2	2	2	6	परिएका	no	
26968	परिकथा	2	2	2	6	परिकथा	no	
26969	परिकौली	2	2	2	7	परिकौली	no	
26970	परिक्षणको	2	2	2	9	परिक्षणको	no	
26971	परिचालक	2	2	2	7	परिचालक	no	
26972	परिणति	2	2	2	6	परिणति	no	
26973	परिणामहरूको	2	2	2	11	परिणामहरूको	no	
26974	परिणामहरूमा	2	2	2	11	परिणामहरूमा	no	
26975	परितारिका	2	2	2	9	परितारिका	no	
26976	परित्यागी	2	2	2	9	परित्यागी	no	
26977	परिपक्व	2	2	2	7	परिपक्व	no	
26978	परिपाटिको	2	2	2	9	परिपाटिको	no	
26979	परिपाटीका	2	2	2	9	परिपाटीका	no	
26980	परिपूरण	2	2	2	7	परिपूरण	no	
26981	परिभाषाअनुसार	2	2	2	13	परिभाषाअनुसार	no	
26982	परिभाषाका	2	2	2	9	परिभाषाका	no	
26983	परिभ्रमण	2	2	2	8	परिभ्रमण	no	
26984	परिमाणहरूलाई	2	2	2	12	परिमाणहरूलाई	no	
26985	परियारले	2	2	2	8	परियारले	no	
26986	परियोजनाहरू	2	2	2	11	परियोजनाहरू	no	
26987	परिरहेका	2	2	2	8	परिरहेका	no	
26988	परिवर्तनमा	2	2	2	10	परिवर्तनमा	no	
26989	परिवर्तनसँगै	2	2	2	12	परिवर्तनसँगै	no	
26990	परिवारकै	2	2	2	8	परिवारकै	no	
26991	परिवारदेखि	2	2	2	10	परिवारदेखि	no	
26992	परिवारहरूलाई	2	2	2	12	परिवारहरूलाई	no	
26993	परिवेष्ठित	2	2	2	10	परिवेष्ठित	no	
26994	परिशीलन	2	2	2	7	परिशीलन	no	
26995	परिषद	2	2	2	5	परिषद	no	
26996	परिसम्पत्ति	2	2	2	11	परिसम्पत्ति	no	
26997	परिसीमाहरूमा	2	2	2	12	परिसीमाहरूमा	no	
26998	परिस्कृत	2	2	2	8	परिस्कृत	no	
26999	परिस्थितिका	2	2	2	11	परिस्थितिका	no	
27000	परिस्थितिहरूको	2	2	2	14	परिस्थितिहरूको	no	
27001	परीक्षणले	2	2	2	9	परीक्षणले	no	
27002	परीक्षाहरूमा	2	2	2	12	परीक्षाहरूमा	no	
27003	परीक्षितलाई	2	2	2	11	परीक्षितलाई	no	
27004	परेँ	2	2	2	4	परेँ	no	
27005	परेकाछन्	2	2	2	8	परेकाछन्	no	
27006	परेकाहरू	2	2	2	8	परेकाहरू	no	
27007	परेवाका	2	2	2	7	परेवाका	no	
27008	परौँ	2	2	2	4	परौँ	no	
27009	पर्खँदैन	2	2	2	8	पर्खँदैन	no	
27010	पर्खालले	2	2	2	8	पर्खालले	no	
27011	पर्गेल्नुभएको	2	2	2	13	पर्गेल्नुभएको	no	
27012	पर्टेवा	2	2	2	7	पर्टेवा	no	
27013	पर्थको	2	2	2	6	पर्थको	no	
27014	पर्थे	2	2	2	5	पर्थे	no	
27015	पर्दोरहेछ	2	2	2	9	पर्दोरहेछ	no	
27016	पर्नाले	2	2	2	7	पर्नाले	no	
27017	पर्नुअघि	2	2	2	8	पर्नुअघि	no	
27018	पर्नेको	2	2	2	7	पर्नेको	no	
27019	पर्नेगरी	2	2	2	8	पर्नेगरी	no	
