word	source	ipa	segments	n_segments	freq	n_utts	n_speakers
खामका	slr54	kʰaːməkaː	kʰ aː m ə k aː	6	2	2	2
खामपट्ट	slr54	kʰaːməpʌʈʈə	kʰ aː m ə p ʌ ʈ ʈ ə	9	2	2	2
खाम्पाहरूको	slr54	kʰaːmpaːhəɾuːkoː	kʰ aː m p aː h ə ɾ uː k oː	11	2	2	2
खार्ता	slr54	kʰaːrrtaː	kʰ aː r r t aː	6	2	2	2
खार्मी	slr54	kʰaːrrmi	kʰ aː r r m i	6	2	2	2
खालि	slr54	kʰaːlɪ	kʰ aː l ɪ	4	2	2	2
खाल्डोसँगै	slr54	kʰaːlɖoːʃʌ̃ɡɛː	kʰ aː l ɖ oː ʃ ʌ̃ ɡ ɛː	9	2	2	2
खावाङ	slr54	kʰaːwaːŋ	kʰ aː w aː ŋ	5	2	2	2
खासगरि	slr54	kʰaːsəɡəɾɪ	kʰ aː s ə ɡ ə ɾ ɪ	8	2	2	2
खासा	slr54	kʰaːsaː	kʰ aː s aː	4	2	2	2
खिइँदै	slr54	kʰɪʲĩdɛː	kʰ ɪ ĩ d ɛː	5	2	2	2
खिचडी	slr54	kʰɪcəɖiː	kʰ ɪ c ə ɖ iː	6	2	2	2
खिलाफतको	slr54	kʰɪlaːpʰətəkoː	kʰ ɪ l aː pʰ ə t ə k oː	10	2	2	2
खिलाया	slr54	kʰɪlaːjaː	kʰ ɪ l aː j aː	6	2	2	2
खिल्ली	slr54	kʰɪllli	kʰ ɪ l l l i	6	2	2	2
खील	slr54	kʰɪːl	kʰ ɪː l	3	2	2	2
खुँदिखोला	slr54	kʰũdɪkʰoːlaː	kʰ ũ d ɪ kʰ oː l aː	8	2	2	2
खुँदोसँग	slr54	kʰũdoːʃʌ̃ɡ	kʰ ũ d oː ʃ ʌ̃ ɡ	7	2	2	2
खुट्टाजस्तै	slr54	kʰuʈʈaːɟʌstɛː	kʰ u ʈ ʈ aː ɟ ʌ s t ɛː	10	2	2	2
खुट्टाबाट	slr54	kʰuʈʈaːbaːʈ	kʰ u ʈ ʈ aː b aː ʈ	8	2	2	2
खुट्टाभन्दा	slr54	kʰuʈʈaːbʰʌndaː	kʰ u ʈ ʈ aː bʰ ʌ n d aː	10	2	2	2
खुट्टाले	slr54	kʰuʈʈaːleː	kʰ u ʈ ʈ aː l eː	7	2	2	2
खुदाको	slr54	kʰudaːkoː	kʰ u d aː k oː	6	2	2	2
खुदिमा	slr54	kʰudɪmaː	kʰ u d ɪ m aː	6	2	2	2
खुम्चेर	slr54	kʰumceːɾə	kʰ u m c eː ɾ ə	7	2	2	2
खुलाइदिनुभएमा	slr54	kʰulaːɪdɪnubʰəeːmaː	kʰ u l aː ɪ d ɪ n u bʰ ə eː m aː	14	2	2	2
खुलाउन	slr54	kʰulaːʊn	kʰ u l aː ʊ n	6	2	2	2
खुलाउनुभएको	slr54	kʰulaːʊnubʰəeːkoː	kʰ u l aː ʊ n u bʰ ə eː k oː	12	2	2	2
खुलेआम	slr54	kʰuleːaːmə	kʰ u l eː aː m ə	7	2	2	2
खुल्दछ	slr54	kʰuldəcʰə	kʰ u l d ə cʰ ə	7	2	2	2
खुल्लेआम	slr54	kʰullleːaːmə	kʰ u l l l eː aː m ə	9	2	2	2
खुवाउनुहुन्छ	slr54	kʰuwaːʊnuhuncʰə	kʰ u w aː ʊ n u h u n cʰ ə	12	2	2	2
खुवाऊ	slr54	kʰuwaːʊ	kʰ u w aː ʊ	5	2	2	2
खुसरो	slr54	kʰusəɾoː	kʰ u s ə ɾ oː	6	2	2	2
खुसीयालीमा	slr54	kʰusɪːjaːlɪːmaː	kʰ u s ɪː j aː l ɪː m aː	10	2	2	2
खूब	slr54	kʰuːb	kʰ uː b	3	2	2	2
खेतबारीका	slr54	kʰeːtəbaːɾɪːkaː	kʰ eː t ə b aː ɾ ɪː k aː	10	2	2	2
खेतबारीहरूमा	slr54	kʰeːtəbaːɾɪːhəɾuːmaː	kʰ eː t ə b aː ɾ ɪː h ə ɾ uː m aː	14	2	2	2
खेतालाको	slr54	kʰeːtaːlaːkoː	kʰ eː t aː l aː k oː	8	2	2	2
खेतालाहरूलाई	slr54	kʰeːtaːlaːhəɾuːlaːi	kʰ eː t aː l aː h ə ɾ uː l aː i	13	2	2	2
खेति	slr54	kʰeːtɪ	kʰ eː t ɪ	4	2	2	2
खेतिपाती	slr54	kʰeːtɪpaːti	kʰ eː t ɪ p aː t i	8	2	2	2
खेतीपातीको	slr54	kʰeːtɪːpaːtɪːkoː	kʰ eː t ɪː p aː t ɪː k oː	10	2	2	2
खेतीबाट	slr54	kʰeːtɪːbaːʈ	kʰ eː t ɪː b aː ʈ	7	2	2	2
खेदजनक	slr54	kʰeːdəɟənəkə	kʰ eː d ə ɟ ə n ə k ə	10	2	2	2
खेपेर	slr54	kʰeːpeːɾə	kʰ eː p eː ɾ ə	6	2	2	2
खेमकरण	slr54	kʰeːməkəɾəɳ	kʰ eː m ə k ə ɾ ə ɳ	9	2	2	2
खेरिको	slr54	kʰeːɾɪkoː	kʰ eː ɾ ɪ k oː	6	2	2	2
खेलकुदहरूमा	slr54	kʰeːləkudəhəɾuːmaː	kʰ eː l ə k u d ə h ə ɾ uː m aː	14	2	2	2
खेलक्षेत्रमा	slr54	kʰeːləkʂeːtɾəmaː	kʰ eː l ə k ʂ eː t ɾ ə m aː	12	2	2	2
खेलबाडमाथि	slr54	kʰeːləbaːɖəmaːtʰɪ	kʰ eː l ə b aː ɖ ə m aː tʰ ɪ	12	2	2	2
खेलमैदानभित्र	slr54	kʰeːləmɛːdaːnəbʰɪtɾə	kʰ eː l ə m ɛː d aː n ə bʰ ɪ t ɾ ə	15	2	2	2
खेलले	slr54	kʰeːləleː	kʰ eː l ə l eː	6	2	2	2
खेलाडीहरूलाई	slr54	kʰeːlaːɖɪːhəɾuːlaːi	kʰ eː l aː ɖ ɪː h ə ɾ uː l aː i	13	2	2	2
खेलिएको	slr54	kʰeːlɪʲeːkoː	kʰ eː l ɪ eː k oː	7	2	2	2
खेलिन्	slr54	kʰeːlɪn	kʰ eː l ɪ n	5	2	2	2
खेलेथ्यौं	slr54	kʰeːleːtʰjɔːn	kʰ eː l eː tʰ j ɔː n	8	2	2	2
खेलौँला	slr54	kʰeːlɔ̃laː	kʰ eː l ɔ̃ l aː	6	2	2	2
खेल्छिन्	slr54	kʰeːlcʰɪn	kʰ eː l cʰ ɪ n	6	2	2	2
खेल्नुसरह	slr54	kʰeːlnusəɾəhə	kʰ eː l n u s ə ɾ ə h ə	11	2	2	2
खैरेनीघाटमा	slr54	kʰɛːɾeːnɪːɡʰaːʈəmaː	kʰ ɛː ɾ eː n ɪː ɡʰ aː ʈ ə m aː	12	2	2	2
खोँचमा	slr54	kʰõcʌmaː	kʰ õ c ʌ m aː	6	2	2	2
खोंच	slr54	kʰoːɲc	kʰ oː ɲ c	4	2	2	2
खोजकर्ताहरूका	slr54	kʰoːɟəkərrtaːhəɾuːkaː	kʰ oː ɟ ə k ə r r t aː h ə ɾ uː k aː	16	2	2	2
खोजिएका	slr54	kʰoːɟɪʲeːkaː	kʰ oː ɟ ɪ eː k aː	7	2	2	2
खोजियो	slr54	kʰoːɟɪjoː	kʰ oː ɟ ɪ j oː	6	2	2	2
खोजीलाई	slr54	kʰoːɟɪːlaːi	kʰ oː ɟ ɪː l aː i	7	2	2	2
खोजेका	slr54	kʰoːɟeːkaː	kʰ oː ɟ eː k aː	6	2	2	2
खोजेर	slr54	kʰoːɟeːɾə	kʰ oː ɟ eː ɾ ə	6	2	2	2
खोज्छन्	slr54	kʰoːɟcʰən	kʰ oː ɟ cʰ ə n	6	2	2	2
खोज्छौँ	slr54	kʰoːɟcʰɔ̃	kʰ oː ɟ cʰ ɔ̃	5	2	2	2
खोज्दैछ	slr54	kʰoːɟdɛːcʰə	kʰ oː ɟ d ɛː cʰ ə	7	2	2	2
खोज्नुभएकोमा	slr54	kʰoːɟnubʰəeːkoːmaː	kʰ oː ɟ n u bʰ ə eː k oː m aː	12	2	2	2
खोटाङमा	slr54	kʰoːʈaːŋəmaː	kʰ oː ʈ aː ŋ ə m aː	8	2	2	2
खोतल्न	slr54	kʰoːtʌlnə	kʰ oː t ʌ l n ə	7	2	2	2
खोदाइबाट	slr54	kʰoːdaːɪbaːʈ	kʰ oː d aː ɪ b aː ʈ	8	2	2	2
खोप्रिङ	slr54	kʰoːpɾɪŋ	kʰ oː p ɾ ɪ ŋ	6	2	2	2
खोलाखेत	slr54	kʰoːlaːkʰeːt	kʰ oː l aː kʰ eː t	7	2	2	2
खोलानालाहरूले	slr54	kʰoːlaːnaːlaːhəɾuːleː	kʰ oː l aː n aː l aː h ə ɾ uː l eː	14	2	2	2
खोलिदिएको	slr54	kʰoːlɪdɪʲeːkoː	kʰ oː l ɪ d ɪ eː k oː	9	2	2	2
खोलिदियो	slr54	kʰoːlɪdɪjoː	kʰ oː l ɪ d ɪ j oː	8	2	2	2
खोलियो	slr54	kʰoːlɪjoː	kʰ oː l ɪ j oː	6	2	2	2
खोलेधोबिनी	slr54	kʰoːleːdʰoːbɪniː	kʰ oː l eː dʰ oː b ɪ n iː	10	2	2	2
खोल्छन्	slr54	kʰoːlcʰən	kʰ oː l cʰ ə n	6	2	2	2
खोल्दाखेरि	slr54	kʰoːldaːkʰeːɾɪ	kʰ oː l d aː kʰ eː ɾ ɪ	9	2	2	2
खोस्न	slr54	kʰoːsnə	kʰ oː s n ə	5	2	2	2
खौमाटोलमा	slr54	kʰɔːmaːʈoːləmaː	kʰ ɔː m aː ʈ oː l ə m aː	10	2	2	2
खौरने	slr54	kʰɔːɾəneː	kʰ ɔː ɾ ə n eː	6	2	2	2
खौरी	slr54	kʰɔːɾi	kʰ ɔː ɾ i	4	2	2	2
ख्या	slr54	kʰjaː	kʰ j aː	3	2	2	2
ख्याउटे	slr54	kʰjaːʊʈeː	kʰ j aː ʊ ʈ eː	6	2	2	2
ख्यालै	slr54	kʰjaːlɛː	kʰ j aː l ɛː	5	2	2	2
गँइ	slr54	ɡʌ̃ɪ	ɡ ʌ̃ ɪ	3	2	2	2
गइ	slr54	ɡʌɪ	ɡ ʌ ɪ	3	2	2	2
गइरहेछ	slr54	ɡəɪɾəheːcʰə	ɡ ə ɪ ɾ ə h eː cʰ ə	9	2	2	2
गइसक्यो	slr54	ɡəɪsʌkːjoː	ɡ ə ɪ s ʌ kː j oː	8	2	2	2
गएकाहरू	slr54	ɡəeːkaːhəɾuː	ɡ ə eː k aː h ə ɾ uː	9	2	2	2
गएकाहरूले	slr54	ɡəeːkaːhəɾuːleː	ɡ ə eː k aː h ə ɾ uː l eː	11	2	2	2
गङ्गटोकको	slr54	ɡəŋɡəʈoːkəkoː	ɡ ə ŋ ɡ ə ʈ oː k ə k oː	11	2	2	2
गङ्गाजी	slr54	ɡəŋɡaːɟi	ɡ ə ŋ ɡ aː ɟ i	7	2	2	2
गङ्गाजीमा	slr54	ɡəŋɡaːɟɪːmaː	ɡ ə ŋ ɡ aː ɟ ɪː m aː	9	2	2	2
गङ्गादेखि	slr54	ɡəŋɡaːdeːkʰɪ	ɡ ə ŋ ɡ aː d eː kʰ ɪ	9	2	2	2
गङ्गालाललाई	slr54	ɡəŋɡaːlaːləlaːi	ɡ ə ŋ ɡ aː l aː l ə l aː i	12	2	2	2
गजलकार	slr54	ɡəɟələkaːɾə	ɡ ə ɟ ə l ə k aː ɾ ə	10	2	2	2
गजलजस्ता	slr54	ɡəɟələɟʌstaː	ɡ ə ɟ ə l ə ɟ ʌ s t aː	11	2	2	2
गजुल	slr54	ɡʌɟul	ɡ ʌ ɟ u l	5	2	2	2
गजेन्द्र	slr54	ɡəɟeːndɾə	ɡ ə ɟ eː n d ɾ ə	8	2	2	2
गजेन्द्रमोक्ष	slr54	ɡəɟeːndɾəmoːkʂə	ɡ ə ɟ eː n d ɾ ə m oː k ʂ ə	13	2	2	2
गठबन्धनको	slr54	ɡəʈʰəbʌndʰənəkoː	ɡ ə ʈʰ ə b ʌ n dʰ ə n ə k oː	13	2	2	2
गडीकोट	slr54	ɡəɖɪːkoːʈ	ɡ ə ɖ ɪː k oː ʈ	7	2	2	2
गडौली	slr54	ɡəɖɔːli	ɡ ə ɖ ɔː l i	6	2	2	2
गढमुक्तेश्रवरका	slr54	ɡəɖʰəmukteːʃɾəwəɾəkaː	ɡ ə ɖʰ ə m u k t eː ʃ ɾ ə w ə ɾ ə k aː	18	2	2	2
गढीको	slr54	ɡəɖʰɪːkoː	ɡ ə ɖʰ ɪː k oː	6	2	2	2
गणतन्त्रका	slr54	ɡəɳətʌntɾəkaː	ɡ ə ɳ ə t ʌ n t ɾ ə k aː	12	2	2	2
गणनाको	slr54	ɡəɳənaːkoː	ɡ ə ɳ ə n aː k oː	8	2	2	2
गणनापछि	slr54	ɡəɳənaːpəcʰɪ	ɡ ə ɳ ə n aː p ə cʰ ɪ	10	2	2	2
गणले	slr54	ɡʌɳəleː	ɡ ʌ ɳ ə l eː	6	2	2	2
गणितज्ञहरूले	slr54	ɡəɳɪtəɟɲəhəɾuːleː	ɡ ə ɳ ɪ t ə ɟ ɲ ə h ə ɾ uː l eː	15	2	2	2
गणितिय	slr54	ɡʌɳɪtɪjə	ɡ ʌ ɳ ɪ t ɪ j ə	8	2	2	2
गतिबाट	slr54	ɡətɪbaːʈ	ɡ ə t ɪ b aː ʈ	7	2	2	2
गतिमान	slr54	ɡətɪmaːn	ɡ ə t ɪ m aː n	7	2	2	2
गतिविधिसँग	slr54	ɡətɪwɪdʰɪʃʌ̃ɡ	ɡ ə t ɪ w ɪ dʰ ɪ ʃ ʌ̃ ɡ	11	2	2	2
गतिशिल	slr54	ɡʌtɪʃɪl	ɡ ʌ t ɪ ʃ ɪ l	7	2	2	2
गतेसम्ममा	slr54	ɡəteːsʌmməmaː	ɡ ə t eː s ʌ m m ə m aː	11	2	2	2
गदगद	slr54	ɡʌdəɡəd	ɡ ʌ d ə ɡ ə d	7	2	2	2
गदा	slr54	ɡʌdaː	ɡ ʌ d aː	4	2	2	2
गद्दीको	slr54	ɡʌddɪːkoː	ɡ ʌ d d ɪː k oː	7	2	2	2
गद्यको	slr54	ɡʌdjəkoː	ɡ ʌ d j ə k oː	7	2	2	2
गद्यगुरु	slr54	ɡʌdjəɡuɾu	ɡ ʌ d j ə ɡ u ɾ u	9	2	2	2
गधायुद्ध	slr54	ɡədʰaːjudːdʰə	ɡ ə dʰ aː j u dː dʰ ə	9	2	2	2
गधायुद्धको	slr54	ɡədʰaːjudːdʰəkoː	ɡ ə dʰ aː j u dː dʰ ə k oː	11	2	2	2
गनिन्छ	slr54	ɡənɪncʰə	ɡ ə n ɪ n cʰ ə	7	2	2	2
गनेका	slr54	ɡəneːkaː	ɡ ə n eː k aː	6	2	2	2
गन्ती	slr54	ɡʌnti	ɡ ʌ n t i	5	2	2	2
गन्धमादन	slr54	ɡəndʰəmaːdən	ɡ ə n dʰ ə m aː d ə n	10	2	2	2
गन्धयुक्त	slr54	ɡəndʰəjuktə	ɡ ə n dʰ ə j u k t ə	10	2	2	2
गन्धले	slr54	ɡʌndʰəleː	ɡ ʌ n dʰ ə l eː	7	2	2	2
गन्हाएमा	slr54	ɡənhaːeːmaː	ɡ ə n h aː eː m aː	8	2	2	2
गम्प	slr54	ɡʌmpə	ɡ ʌ m p ə	5	2	2	2
गया	slr54	ɡʌjaː	ɡ ʌ j aː	4	2	2	2
गरकै	slr54	ɡʌɾəkɛː	ɡ ʌ ɾ ə k ɛː	6	2	2	2
गरगहनामा	slr54	ɡəɾəɡəhənaːmaː	ɡ ə ɾ ə ɡ ə h ə n aː m aː	12	2	2	2
गरमोरान	slr54	ɡəɾəmoːɾaːn	ɡ ə ɾ ə m oː ɾ aː n	9	2	2	2
गराइना	slr54	ɡəɾaːɪnaː	ɡ ə ɾ aː ɪ n aː	7	2	2	2
गराइराख्न	slr54	ɡəɾaːɪɾaːkʰnə	ɡ ə ɾ aː ɪ ɾ aː kʰ n ə	10	2	2	2
गराउँथिन्	slr54	ɡəɾaːũtʰɪn	ɡ ə ɾ aː ũ tʰ ɪ n	8	2	2	2
गराउँदछन्	slr54	ɡəɾaːũdʌcʰən	ɡ ə ɾ aː ũ d ʌ cʰ ə n	10	2	2	2
गराउँदा	slr54	ɡəɾaːũdaː	ɡ ə ɾ aː ũ d aː	7	2	2	2
गराउँदैछ	slr54	ɡəɾaːũdɛːcʰə	ɡ ə ɾ aː ũ d ɛː cʰ ə	9	2	2	2
गराउनुभएको	slr54	ɡəɾaːʊnubʰəeːkoː	ɡ ə ɾ aː ʊ n u bʰ ə eː k oː	12	2	2	2
गराएकी	slr54	ɡəɾaːeːki	ɡ ə ɾ aː eː k i	7	2	2	2
गराएन	slr54	ɡəɾaːeːnə	ɡ ə ɾ aː eː n ə	7	2	2	2
गरिएजस्तै	slr54	ɡəɾɪʲeːɟʌstɛː	ɡ ə ɾ ɪ eː ɟ ʌ s t ɛː	10	2	2	2
गरिएपछिबाट	slr54	ɡəɾɪʲeːpəcʰɪbaːʈ	ɡ ə ɾ ɪ eː p ə cʰ ɪ b aː ʈ	12	2	2	2
गरिदिनुभएको	slr54	ɡəɾɪdɪnubʰəeːkoː	ɡ ə ɾ ɪ d ɪ n u bʰ ə eː k oː	13	2	2	2
गरिबहरू	slr54	ɡʌɾɪbəhəɾuː	ɡ ʌ ɾ ɪ b ə h ə ɾ uː	10	2	2	2
गरिरहनेछौँ	slr54	ɡəɾɪɾəhəneːcʰɔ̃	ɡ ə ɾ ɪ ɾ ə h ə n eː cʰ ɔ̃	12	2	2	2
गरिरहेकै	slr54	ɡəɾɪɾəheːkɛː	ɡ ə ɾ ɪ ɾ ə h eː k ɛː	10	2	2	2
गरिरहेछ	slr54	ɡəɾɪɾəheːcʰə	ɡ ə ɾ ɪ ɾ ə h eː cʰ ə	10	2	2	2
गरिरहेछु	slr54	ɡəɾɪɾəheːcʰu	ɡ ə ɾ ɪ ɾ ə h eː cʰ u	10	2	2	2
गरिरह्यो	slr54	ɡəɾɪɾʌhjoː	ɡ ə ɾ ɪ ɾ ʌ h j oː	9	2	2	2
गरिराखेका	slr54	ɡəɾɪɾaːkʰeːkaː	ɡ ə ɾ ɪ ɾ aː kʰ eː k aː	10	2	2	2
गरिसकिएको	slr54	ɡəɾɪsəkɪʲeːkoː	ɡ ə ɾ ɪ s ə k ɪ eː k oː	11	2	2	2
गरिहेका	slr54	ɡəɾɪheːkaː	ɡ ə ɾ ɪ h eː k aː	8	2	2	2
गरीदिनु	slr54	ɡəɾɪːdɪnuʲu	ɡ ə ɾ ɪː d ɪ n u u	9	2	2	2
गरीदिनुहोला	slr54	ɡəɾɪːdɪnuhoːlaː	ɡ ə ɾ ɪː d ɪ n u h oː l aː	12	2	2	2
गरीना	slr54	ɡəɾɪːnaː	ɡ ə ɾ ɪː n aː	6	2	2	2
गरीबी	slr54	ɡəɾɪːbi	ɡ ə ɾ ɪː b i	6	2	2	2
गरीबीमा	slr54	ɡəɾɪːbɪːmaː	ɡ ə ɾ ɪː b ɪː m aː	8	2	2	2
गरुडपुराण	slr54	ɡəɾuɖəpuɾaːɳ	ɡ ə ɾ u ɖ ə p u ɾ aː ɳ	11	2	2	2
गरूड	slr54	ɡəɾuːɖ	ɡ ə ɾ uː ɖ	5	2	2	2
गरूडमा	slr54	ɡəɾuːɖəmaː	ɡ ə ɾ uː ɖ ə m aː	8	2	2	2
गरेकोछ	slr54	ɡəɾeːkoːcʰə	ɡ ə ɾ eː k oː cʰ ə	8	2	2	2
गरेकोबाट	slr54	ɡəɾeːkoːbaːʈ	ɡ ə ɾ eː k oː b aː ʈ	9	2	2	2
गरेजस्तो	slr54	ɡəɾeːɟʌstoː	ɡ ə ɾ eː ɟ ʌ s t oː	9	2	2	2
गरेपनि	slr54	ɡəɾeːpənɪ	ɡ ə ɾ eː p ə n ɪ	8	2	2	2
गर्छस्	slr54	ɡʌrrcʰəs	ɡ ʌ r r cʰ ə s	7	2	2	2
गर्छे	slr54	ɡʌrrcʰeː	ɡ ʌ r r cʰ eː	6	2	2	2
गर्टिन	slr54	ɡʌrrʈɪn	ɡ ʌ r r ʈ ɪ n	7	2	2	2
गर्दथियो	slr54	ɡʌrrdətʰɪjoː	ɡ ʌ r r d ə tʰ ɪ j oː	10	2	2	2
गर्दासमेत	slr54	ɡərrdaːsəmeːt	ɡ ə r r d aː s ə m eː t	11	2	2	2
गर्दिनु	slr54	ɡʌrrdɪnuʲu	ɡ ʌ r r d ɪ n u u	9	2	2	2
गर्दैनथ्यो	slr54	ɡərrdɛːnʌtʰjoː	ɡ ə r r d ɛː n ʌ tʰ j oː	11	2	2	2
गर्दैमा	slr54	ɡərrdɛːmaː	ɡ ə r r d ɛː m aː	8	2	2	2
गर्दो	slr54	ɡʌrrdoː	ɡ ʌ r r d oː	6	2	2	2
गर्नतर्फ	slr54	ɡərrnətʌrrpʰə	ɡ ə r r n ə t ʌ r r pʰ ə	12	2	2	2
गर्नासाथ	slr54	ɡərrnaːsaːtʰ	ɡ ə r r n aː s aː tʰ	9	2	2	2
गर्नुअगाडि	slr54	ɡərrnuəɡaːɖɪ	ɡ ə r r n u ə ɡ aː ɖ ɪ	11	2	2	2
गर्नुअघि	slr54	ɡʌrrnuəɡʰɪ	ɡ ʌ r r n u ə ɡʰ ɪ	9	2	2	2
गर्नुभएमा	slr54	ɡərrnubʰəeːmaː	ɡ ə r r n u bʰ ə eː m aː	11	2	2	2
गर्नुलाई	slr54	ɡərrnulaːi	ɡ ə r r n u l aː i	9	2	2	2
गर्नुहुँदै	slr54	ɡərrnuhũdɛː	ɡ ə r r n u h ũ d ɛː	10	2	2	2
गर्नेबाट	slr54	ɡərrneːbaːʈ	ɡ ə r r n eː b aː ʈ	9	2	2	2
गर्नेबाहेक	slr54	ɡərrneːbaːheːkə	ɡ ə r r n eː b aː h eː k ə	12	2	2	2
गर्नेहरू	slr54	ɡərrneːhəɾuː	ɡ ə r r n eː h ə ɾ uː	10	2	2	2
गर्नेहरूप्रति	slr54	ɡərrneːhəɾuːpɾətɪ	ɡ ə r r n eː h ə ɾ uː p ɾ ə t ɪ	15	2	2	2
गर्नैपर्ने	slr54	ɡərrnɛːpʌrrneː	ɡ ə r r n ɛː p ʌ r r n eː	12	2	2	2
गर्भगृहको	slr54	ɡərrbʰəɡɾɪhəkoː	ɡ ə r r bʰ ə ɡ ɾ ɪ h ə k oː	13	2	2	2
गर्भधारण	slr54	ɡərrbʰədʰaːɾəɳ	ɡ ə r r bʰ ə dʰ aː ɾ ə ɳ	11	2	2	2
गर्भधारणदेखि	slr54	ɡərrbʰədʰaːɾəɳədeːkʰɪ	ɡ ə r r bʰ ə dʰ aː ɾ ə ɳ ə d eː kʰ ɪ	16	2	2	2
गर्भपतन	slr54	ɡʌrrbʰəpətən	ɡ ʌ r r bʰ ə p ə t ə n	11	2	2	2
गर्भावस्थाको	slr54	ɡərrbʰaːwəstʰaːkoː	ɡ ə r r bʰ aː w ə s tʰ aː k oː	13	2	2	2
गर्भाशय	slr54	ɡərrbʰaːʃəjə	ɡ ə r r bʰ aː ʃ ə j ə	10	2	2	2
गर्भिणी	slr54	ɡʌrrbʰɪɳiː	ɡ ʌ r r bʰ ɪ ɳ iː	8	2	2	2
गर्मफल	slr54	ɡʌrrməpʰəl	ɡ ʌ r r m ə pʰ ə l	9	2	2	2
गर्मीका	slr54	ɡərrmɪːkaː	ɡ ə r r m ɪː k aː	8	2	2	2
गर्मीयाममा	slr54	ɡərrmɪːjaːməmaː	ɡ ə r r m ɪː j aː m ə m aː	12	2	2	2
गर्लको	slr54	ɡʌrrləkoː	ɡ ʌ r r l ə k oː	8	2	2	2
गर्वको	slr54	ɡərrwkoː	ɡ ə r r w k oː	7	2	2	2
गर्वबोधको	slr54	ɡərrwboːdʰəkoː	ɡ ə r r w b oː dʰ ə k oː	11	2	2	2
गल	slr54	ɡʌl	ɡ ʌ l	3	2	2	2
गलकोट	slr54	ɡələkoːʈ	ɡ ə l ə k oː ʈ	7	2	2	2
गलतलाई	slr54	ɡələtəlaːi	ɡ ə l ə t ə l aː i	9	2	2	2
गल्छीबाट	slr54	ɡəlcʰɪːbaːʈ	ɡ ə l cʰ ɪː b aː ʈ	8	2	2	2
गल्तीहरूको	slr54	ɡəltɪːhəɾuːkoː	ɡ ə l t ɪː h ə ɾ uː k oː	11	2	2	2
गवर्नमेन्ट	slr54	ɡəwərrnəmeːnʈə	ɡ ə w ə r r n ə m eː n ʈ ə	13	2	2	2
गवर्नरका	slr54	ɡəwʌrrnəɾəkaː	ɡ ə w ʌ r r n ə ɾ ə k aː	12	2	2	2
गस्तीको	slr54	ɡəstɪːkoː	ɡ ə s t ɪː k oː	7	2	2	2
गहनासम्म	slr54	ɡəhənaːsʌmmə	ɡ ə h ə n aː s ʌ m m ə	11	2	2	2
गहनाहरू	slr54	ɡəhənaːhəɾuː	ɡ ə h ə n aː h ə ɾ uː	10	2	2	2
गहरा	slr54	ɡʌhəɾaː	ɡ ʌ h ə ɾ aː	6	2	2	2
गहिराई	slr54	ɡəhɪɾaːi	ɡ ə h ɪ ɾ aː i	7	2	2	2
गहिरिएर	slr54	ɡəhɪɾɪʲeːɾə	ɡ ə h ɪ ɾ ɪ eː ɾ ə	9	2	2	2
गहिरे	slr54	ɡʌhɪɾeː	ɡ ʌ h ɪ ɾ eː	6	2	2	2
गह्रा	slr54	ɡʌhɾaː	ɡ ʌ h ɾ aː	5	2	2	2
गह्रौँ	slr54	ɡʌhɾɔ̃	ɡ ʌ h ɾ ɔ̃	5	2	2	2
गाँठाहरू	slr54	ɡãʈʰaːhəɾuː	ɡ ã ʈʰ aː h ə ɾ uː	8	2	2	2
गाँधी	slr54	ɡãdʰiː	ɡ ã dʰ iː	4	2	2	2
गाँस	slr54	ɡãs	ɡ ã s	3	2	2	2
गाँसिन	slr54	ɡãsɪn	ɡ ã s ɪ n	5	2	2	2
गाँसेकै	slr54	ɡãseːkɛː	ɡ ã s eː k ɛː	6	2	2	2
गाँसेको	slr54	ɡãseːkoː	ɡ ã s eː k oː	6	2	2	2
गाइड	slr54	ɡaːɪɖ	ɡ aː ɪ ɖ	4	2	2	2
गाइड्सको	slr54	ɡaːɪɖsəkoː	ɡ aː ɪ ɖ s ə k oː	8	2	2	2
गाईजात्रा	slr54	ɡaːɪːɟaːtɾaː	ɡ aː ɪː ɟ aː t ɾ aː	8	2	2	2
गाईपालन	slr54	ɡaːɪːpaːlən	ɡ aː ɪː p aː l ə n	8	2	2	2
गाईवस्तुलगायतका	slr54	ɡaːɪːwəstuləɡaːjətəkaː	ɡ aː ɪː w ə s t u l ə ɡ aː j ə t ə k aː	18	2	2	2
गाईहरू	slr54	ɡaːɪːhəɾuː	ɡ aː ɪː h ə ɾ uː	7	2	2	2
गाउँँ	slr54	ɡaːũcʌndɾəwindu	ɡ aː ũ c ʌ n d ɾ ə w i n d u	14	2	2	2
गाउँघरतिर	slr54	ɡaːũɡʰʌɾətɪɾə	ɡ aː ũ ɡʰ ʌ ɾ ə t ɪ ɾ ə	11	2	2	2
गाउँघरमा	slr54	ɡaːũɡʰʌɾəmaː	ɡ aː ũ ɡʰ ʌ ɾ ə m aː	9	2	2	2
गाउँछन्	slr54	ɡaːũcʰʌn	ɡ aː ũ cʰ ʌ n	6	2	2	2
गाउँवासी	slr54	ɡaːũwaːsi	ɡ aː ũ w aː s i	7	2	2	2
गाउको	slr54	ɡaːʊkoː	ɡ aː ʊ k oː	5	2	2	2
गाउनका	slr54	ɡaːʊnəkaː	ɡ aː ʊ n ə k aː	7	2	2	2
गाएँ	slr54	ɡaːẽ	ɡ aː ẽ	3	2	2	2
