word	freq	n_utts	n_speakers
पहिल्याउँछ	2	2	2
पहिल्याउँछन्	2	2	2
पहुँचबाट	2	2	2
पहेँलपुर	2	2	2
पाँगर	2	2	2
पाँचऔँले	2	2	2
पाँचदेखि	2	2	2
पाँचवटै	2	2	2
पाइएमा	2	2	2
पाइड	2	2	2
पाइदैन	2	2	2
पाइन्छ्न्	2	2	2
पाइपबाट	2	2	2
पाइपलाइन	2	2	2
पाइरहेको	2	2	2
पाइलाहरू	2	2	2
पाइलाहरूका	2	2	2
पाइलो	2	2	2
पाइहाल्नु	2	2	2
पाउँ	2	2	2
पाउडरहरूलाई	2	2	2
पाउण्ड	2	2	2
पाउतिर	2	2	2
पाउनासाथ	2	2	2
पाउनुछ	2	2	2
पाउनेभन्दा	2	2	2
पाउन्डका	2	2	2
पाउन्डलाई	2	2	2
पाउसँग	2	2	2
पाकिसकेपछि	2	2	2
पाकिस्तानसँग	2	2	2
पाके	2	2	2
पाको	2	2	2
पाखण्डी	2	2	2
पाखण्डीहरूको	2	2	2
पाखाबाट	2	2	2
पाखाहरू	2	2	2
पाखो	2	2	2
पाखोबारीको	2	2	2
पाचनप्रणाली	2	2	2
पाटकर	2	2	2
पाटनकाले	2	2	2
पाटपुर्जाहरूको	2	2	2
पाटहरूमा	2	2	2
पाटीका	2	2	2
पाठकले	2	2	2
पाठकहरूको	2	2	2
पाठपूजा	2	2	2
पाठपूजाका	2	2	2
पाठमा	2	2	2
पाठशालाबाट	2	2	2
पाठ्य	2	2	2
पाठ्यपुस्तकहरूको	2	2	2
पाठ्यलाई	2	2	2
पाडा	2	2	2
पाण्डवमध्येका	2	2	2
पाण्डहरूलाई	2	2	2
पाण्डित्यपूर्ण	2	2	2
पाण्डु	2	2	2
पाण्डेबाट	2	2	2
पाताले	2	2	2
पात्रले	2	2	2
पात्रहरूको	2	2	2
पात्रहरूजस्तै	2	2	2
पादरीका	2	2	2
पानाको	2	2	2
पानीजहाज	2	2	2
पानीपोखरामा	2	2	2
पानीबाट	2	2	2
पानीवाला	2	2	2
पानीसँगै	2	2	2
पापकर्म	2	2	2
पापमोचिनि	2	2	2
पापहरण	2	2	2
पापहरूबाट	2	2	2
पापीहरूलाई	2	2	2
पायलट	2	2	2
पारखीहरूलाई	2	2	2
पारगमनको	2	2	2
पारपाचुकेका	2	2	2
पारा	2	2	2
पारिदिए	2	2	2
पारिदिन्छन्	2	2	2
पारिभाषिक	2	2	2
पारिरहेको	2	2	2
पारीका	2	2	2
पारेकोले	2	2	2
पारो	2	2	2
पारौँ	2	2	2
पार्कसमेत	2	2	2
पार्क्सले	2	2	2
पार्छन्	2	2	2
पार्टिका	2	2	2
पार्टीभित्रका	2	2	2
पार्टीसँगको	2	2	2
पार्टीहरूको	2	2	2
पार्दा	2	2	2
पार्नको	2	2	2
पार्नुअघि	2	2	2
पार्नेविकसँग	2	2	2
पालनमा	2	2	2
पालादेखि	2	2	2
पालासम्म	2	2	2
पालिएको	2	2	2
पालिन्थ्यो	2	2	2
पालुन	2	2	2
पालेको	2	2	2
पाल्छन्	2	2	2
पाल्ट्रो	2	2	2
पाल्दैनथे	2	2	2
पाल्नुको	2	2	2
पाल्पागुल्मी	2	2	2
पाल्पालगायतका	2	2	2
पाल्मर	2	2	2
पासवर्ड	2	2	2
पासवर्डको	2	2	2
पासाङ	2	2	2
पाहुना	2	2	2
पिउँटर	2	2	2
पिउँदा	2	2	2
पिउठाना	2	2	2
पिउठानी	2	2	2
पिउरा	2	2	2
पिएको	2	2	2
पिके	2	2	2
पिक्चरको	2	2	2
पिङ्गलले	2	2	2
पिङ्गलाय	2	2	2
पिछड्ने	2	2	2
पिछा	2	2	2
पिजिडि	2	2	2
पिज्जाको	2	2	2
पिठोमा	2	2	2
पिडित	2	2	2
पिढीको	2	2	2
पितराइन	2	2	2
पितलले	2	2	2
पिताजीले	2	2	2
पितामह	2	2	2
पिताम्बर	2	2	2
पिताम्बरप्रसाद	2	2	2
पिताहरूको	2	2	2
पितृकुल	2	2	2
पितृहरूको	2	2	2
पितृहरूबाट	2	2	2
पित्तथैली	2	2	2
पित्ताशय	2	1	1
पिन्च	2	2	2
पिन्नु	2	2	2
पिपल	2	2	2
पिपुल्सको	2	2	2
पियोनिस	2	2	2
पिराजस्तो	2	2	2
पिरामिडलाई	2	2	2
पिरो	2	2	2
पिर्ने	2	2	2
पिलो	2	2	2
पिल्नु	2	2	2
पिशाचहरु	2	2	2
पिसिओ	2	2	2
पीएच्डी	2	2	2
पीठद्वारा	2	2	2
पीठमा	2	2	2
पीडितका	2	2	2
पीतकण्ठे	2	2	2
पीताम्वर	2	2	2
पीप	2	2	2
पीपल	2	2	2
पीला	2	2	2
पीसेर	2	2	2
पुँगी	2	2	2
पुकोट	2	2	2
पुगिन्थ्यो	2	2	2
पुगिसकेका	2	2	2
पुगुन्जेलसम्म	2	2	2
पुग्दछौं	2	2	2
पुग्नुभएको	2	2	2
पुग्नेहरूको	2	2	2
पुच्छरका	2	2	2
पुजक	2	2	2
पुजारीको	2	2	2
पुण्यप्राप्त	2	2	2
पुण्यमती	2	2	2
पुतलीका	2	2	2
पुत्रलाई	2	2	2
पुत्रले	2	2	2
पुत्रहरूलाई	2	2	2
पुत्रहरूले	2	2	2
पुत्रादिका	2	2	2
पुनःउद्देश्य	2	2	2
पुनःप्रयोग	2	2	2
पुनःबिहे	2	2	2
पुनःस्थापना	2	2	2
पुननिर्वाचनको	2	2	2
पुनरुत्थानका	2	2	2
पुनर्गठित	2	2	2
पुनर्जन्ममा	2	2	2
पुनर्जागरणकालका	2	2	2
पुनर्निर्माण	2	2	2
पुनर्वसु	2	2	2
पुनर्संरचना	2	2	2
पुनर्स्थापनामा	2	2	2
पुनस्थापना	2	2	2
पुमाहोङ	2	2	2
पुरस्कारद्वारा	2	2	2
पुरस्कारसहित	2	2	2
पुराणद्वारा	2	2	2
पुराणमै	2	2	2
पुराणले	2	2	2
पुराणहरूका	2	2	2
पुरातत्त्वका	2	2	2
पुरातत्त्वविद्हरूले	2	2	2
पुरातात्त्विक	2	2	2
पुरिने	2	2	2
पुरिन्छ	2	2	2
पुरुषलाई	2	2	2
पुरुषले	2	2	2
पुरुषविशेष	2	2	2
पुरुषहरूलाई	2	2	2
पुरूषको	2	2	2
पुरूषलाई	2	2	2
पुरूषार्थ	2	2	2
पुर्खाका	2	2	2
पुर्खामा	2	2	2
पुर्खाले	2	2	2
पुर्खाहरूले	2	2	2
पुर्याइने	2	2	2
पुर्याइन्छ	2	2	2
पुर्याउँदै	2	2	2
पुर्याओस्	2	2	2
पुलतीको	2	2	2
पुललाई	2	2	2
पुलले	2	2	2
पुलवामा	2	2	2
पुलहरूद्वारा	2	2	2
पुलहरूमा	2	2	2
पुलिससहित	2	2	2
पुलेसा	2	2	2
पुवामाई	2	2	2
पुश्कर	2	2	2
पुष्ट	2	2	2
पुष्पकेशरमाथि	2	2	2
पुस्कर	2	1	1
पुस्करमा	2	2	2
पुस्तकलाई	2	2	2
पुस्तकसमेत	2	2	2
पुस्तकालयका	2	2	2
पुस्तादेखिका	2	2	2
पुस्वा	2	2	2
पू	2	2	2
पूँजीवादको	2	2	2
पूजिदिन्छु	2	2	2
पूज्य	2	2	2
पूरालेख	2	2	2
पूर्णकुमार	2	2	2
पूर्णात	2	2	2
पूर्णिमासम्म	2	2	2
पूर्णी	2	2	2
पूर्णीमा	2	2	2
पूर्तिबाट	2	2	2
पूर्वअमेरिकन	2	2	2
पूर्वकारी	2	2	2
पूर्वक्रिकेट	2	2	2
पूर्वदिशातिर	2	2	2
पूर्वभेव	2	2	2
पूर्वमहामन्त्री	2	2	2
पूर्ववत्	2	2	2
पूर्वसन्ध्यासँगै	2	2	2
पूर्वसहमति	2	2	2
पूर्वेली	2	2	2
पृ	2	2	2
पृथुले	2	2	2
पृथ्वीचोकबाट	2	2	2
पृथ्वीदेखि	2	2	2
पृथ्वीनारायणकै	2	2	2
पृथ्वीवीरविक्रम	2	2	2
पृथ्वीसँग	2	2	2
पेक्रिनको	2	2	2
पेजेका	2	2	2
पेटलाई	2	2	2
पेटसम्बन्धी	2	2	2
पेड्कुको	2	2	2
पेड्कुमा	2	2	2
पेदाङ	2	2	2
पेद्रो	2	2	2
पेनस्टक	2	2	2
पेनाल्टि	2	2	2
पेन्नी	2	2	2
पेन्सिलियम	2	2	2
पेपेरोनीको	2	2	2
पेप्सी	2	2	2
पेरियोडिक	2	2	2
पेरिसभन्दा	2	2	2
पेरूमा	2	2	2
पेलेर	2	2	2
पेशल	2	2	2
पेशागत	2	2	2
पेशेका	2	2	2
पेष्ट	2	2	2
पेसालाई	2	2	2
पैटरसनलाई	2	2	2
पैटर्नको	2	2	2
पैट्रिकको	2	2	2
पैठारीमा	2	2	2
पैतालाको	2	2	2
पैतृक	2	2	2
पैयुँपाटा	2	2	2
पैसिफिकरद्वारा	2	2	2
पैाडेलले	2	2	2
पोकलीको	2	2	2
पोका	2	2	2
पोखराका	2	2	2
पोखरापछि	2	2	2
पोखरीकाँडा	2	2	2
पोखेको	2	2	2
पोख्रेलद्वारा	2	2	2
पोख्रेललाई	2	2	2
पोख्रेलले	2	2	2
पोडोल्स्कमा	2	2	2
पोतको	2	2	2
पोतहरूमा	2	2	2
पोतिनु	2	2	2
पोत्नुदेखि	2	2	2
पोत्लाको	2	2	2
पोथीले	2	2	2
पोथीहरूको	2	2	2
पोथ्रालाई	2	2	2
पोम्सको	2	2	2
पोया	2	2	2
पोरबन्दर	2	2	2
पोर्चुगलीहरूले	2	2	2
पोर्टिएस	2	2	2
पोलिथिनले	2	2	2
पोलेमा	2	2	2
पोषक	2	2	2
पोषणयुक्त	2	2	2
पोस्टपेड	2	2	2
पोस्टमा	2	2	2
पोस्टिङका	2	2	2
पौडवाल	2	2	2
पौडिने	2	2	2
पौड्याललाई	2	2	2
पौन्डलाई	2	2	2
पौभा	2	2	2
पौरोहित्यको	2	2	2
पौवाको	2	2	2
पौवासित	2	2	2
पौषे	2	2	2
प्याएँ	2	2	2
प्याकका	2	2	2
प्याकले	2	2	2
प्याकुरेलले	2	2	2
प्याक्स	2	2	2
प्यागोडामा	2	2	2
प्याजीकाने	2	2	2
प्याट्रिक	2	2	2
प्याट्रियट	2	2	2
प्याराग्राफहरूमा	2	2	2
प्याराडाइज	2	2	2
प्यारामिटर	2	2	2
प्यारी	2	2	2
प्यासी	2	2	2
प्युटार	2	2	2
प्युबिक	2	2	2
प्युर्तो	2	2	2
प्योत्र	2	2	2
प्रकारकका	2	2	2
प्रकारकोको	2	2	2
प्रकारदेखि	2	2	2
प्रकाशनपछि	2	2	2
प्रकाशनबाट	2	2	2
प्रकाशनलाई	2	2	2
प्रकाशपुर	2	2	2
प्रकाशबाट	2	2	2
प्रकाशसँग	2	2	2
प्रकाशिकीमा	2	2	2
प्रकाशोन्मुख	2	2	2
प्रकृतिपूजनको	2	2	2
प्रकृयाका	2	2	2
प्रकृयाको	2	2	2
प्रकृयामा	2	2	2
प्रकोपका	2	2	2
प्रक्रियाले	2	2	2
प्रक्रियाहरू	2	2	2
प्रक्रियाहरूको	2	2	2
प्रक्रियाहरूमा	2	2	2
प्रख्यत	2	2	2
प्रगतिभन्दा	2	2	2
प्रगतिहरूको	2	2	2
प्रचण्डकै	2	2	2
प्रचलनको	2	2	2
प्रचलनहरू	2	2	2
प्रचलितभन्दा	2	2	2
प्रचारक	2	2	2
प्रचारका	2	2	2
प्रचारको	2	2	2
प्रचारप्रसारपछि	2	2	2
प्रचारमा	2	2	2
प्रजातन्त्रलाई	2	2	2
प्रजातिलाई	2	2	2
प्रजातिले	2	2	2
प्रजापती	2	2	2
प्रजापार्टीमा	2	2	2
प्रज्ज्वलन	2	2	2
प्रज्ञाप्रतिष्ठानलाई	2	2	2
प्रज्वलित	2	2	2
प्रण	2	2	2
प्रणाम	2	2	2
प्रणालीद्वारा	2	2	2
प्रतापबाट	2	2	2
प्रतावित	2	2	2
प्रतिकारक	2	2	2
प्रतिकारात्मक	2	2	2
प्रतिक्रान्ति	2	2	2
प्रतिक्रियाहरू	2	2	2
प्रतिघण्टाको	2	2	2
प्रतिचालहरूका	2	2	2
प्रतिजैविकीको	2	2	2
प्रतिदिनको	2	2	2
प्रतिद्वन्द्वीले	2	2	2
प्रतिपक्षी	2	2	2
प्रतिबन्धले	2	2	2
प्रतिबन्धहरूबाट	2	2	2
प्रतिबोट	2	2	2
प्रतिभाको	2	2	2
प्रतिभाशाली	2	2	2
प्रतिमुर्ति	2	2	2
प्रतियोगिताहरूले	2	2	2
प्रतिवादी	2	2	2
प्रतिवादीको	2	2	2
प्रतिविम्ब	2	2	2
प्रतिवेदनअनुसार	2	2	2
प्रतिवेदनहरू	2	2	2
प्रतिशतभन्दा	2	2	2
प्रतिष्ठानबाट	2	2	2
प्रतिसकेन्ड	2	2	2
प्रतिस्थापित	2	2	2
प्रतिस्पर्धाद्वारा	2	2	2
प्रतिस्पर्धामा	2	2	2
प्रतिस्पर्धाहरूलाई	2	2	2
प्रतिस्पर्धी	2	2	2
प्रतीकहरू	2	2	2
प्रतीकहरूसँग	2	2	2
